id,node_id,position
246244186,2533058697,2
246244186,2533058712,3
246244186,2533058705,4
246244186,2533058713,5
246244186,2533058719,6
246244186,2533058731,7
246244186,2533058722,8
246244186,2533058735,9
246244186,2533058675,10
246244583,2533064060,0
246244583,2533064187,1
246244583,2533064202,2
246244583,2533064092,3
246244583,2533064060,4
246244889,2533063958,0
246244889,2533064028,1
246244889,2533064071,2
246244889,2533063996,3
246244889,2533063958,4
246245315,2533069151,0
246245315,2533069157,1
246245315,2533069138,2
246245315,2533069132,3
246245315,2533069151,4
246246494,2533074171,0
246246494,2533074336,1
246246494,2533074364,2
246246494,2533074194,3
246246494,2533074171,4
246246807,2533073785,0
246246807,2533073826,1
246246807,2533073812,2
246246807,2533073835,3
246246807,2533073924,4
246246807,2533073850,5
246246807,2533073785,6
246704299,2537100807,0
246704299,2537100809,1
246704299,2537100811,2
246704299,2537100813,3
246704299,2537100815,4
246704299,2537100817,5
246704299,2537100819,6
246704299,2537100821,7
246704299,2537100828,8
246704299,2537100829,9
246704299,2537100830,10
246704299,2537100831,11
246704299,2537100832,12
246704299,2537100834,13
246704299,2537100836,14
246704299,2537100838,15
246704299,2537100840,16
246704299,2537100842,17
246704299,2537100807,18
246724481,2537250417,0
246724481,2537250475,1
246724481,2537250496,2
246724481,2537250448,3
246724481,2537250417,4
246727658,2537277565,0
246727658,2537277569,1
246727658,2537277564,2
246727658,2537277608,3
246727658,2537277618,4
246727658,2537277624,5
246727658,2537277627,6
246727658,2537277606,7
246727658,2537277604,8
246727658,2537277590,9
246727658,2537277585,10
246727658,2537277580,11
246727658,2537277576,12
246727658,2537277571,13
246727658,2537277565,14
246728004,2537271739,0
246728004,2537271728,1
246728004,2537271712,2
246728004,2537271690,3
246728004,2537271611,4
246728004,2537271572,5
246728004,2537271561,6
246728004,2537271555,7
246728004,2537271557,8
246728004,2537271551,9
246728004,2537271764,10
246728004,2537271786,11
246728004,2537271832,12
246728004,2537271844,13
246728004,2537271819,14
246728004,2537271854,15
246728004,2537271739,16
246730587,2537304627,0
246730587,2537304633,1
246730587,2537304634,2
246730587,2537304637,3
246730587,2537304638,4
246730587,2537304641,5
246730587,2537304645,6
246730587,2537304630,7
246730587,2537304629,8
246730587,2537304627,9
246730982,2537301389,0
246730982,2537301440,1
246730982,2537301447,2
246730982,2537301473,3
246730982,2537301474,4
246730982,2537301515,5
246730982,2537301528,6
246730982,2537301448,7
246730982,2537301437,8
246730982,2537301401,9
246730982,2537301389,10
246731356,2537301119,0
246731356,2537301285,1
246731356,2537301290,2
246731356,2537301127,3
246731356,2537301119,4
246734915,2537344822,0
246734915,2537345230,1
246734915,2537345247,2
246734915,2537344839,3
246734915,2537344822,4
246735222,2537339891,0
246735222,2537339893,1
246735222,2537339887,2
246735222,2537339889,3
246735222,2537339890,4
246735222,2537339897,5
246735222,2537339908,6
246735222,2537339901,7
246735222,2537339902,8
246735222,2537339900,9
246735222,2537339899,10
246735222,2537339895,11
246735222,2537339894,12
246735222,2537339891,13
246741208,2537418618,0
246741208,2537418660,1
246741208,2537418677,2
246741208,2537418645,3
246741208,2537418643,4
246741208,2537418618,5
246741516,2537419785,0
246741516,2537419807,1
246741516,2537419824,2
246741516,2537419801,3
246741516,2537419785,4
246742893,2537437458,0
246742893,2537437453,1
246742893,2537437463,2
246742893,2537437459,3
246742893,2537437498,4
246742893,2537437503,5
246742893,2537437472,6
246742893,2537437468,7
246742893,2537437458,8
246743225,2537437050,0
246743225,2537437056,1
246743225,2537437051,2
246743225,2537437080,3
246743225,2537437084,4
246743225,2537437129,5
246743225,2537437141,6
246743225,2537437057,7
246743225,2537437050,8
246743969,2537445108,0
246743969,2537445127,1
246743969,2537445144,2
246743969,2537445128,3
246743969,2537445111,4
246743969,2537445108,5
246744286,2537442987,0
246744286,2537442983,1
246744286,2537443001,2
246744286,2537442999,3
246744286,2537443070,4
246744286,2537443081,5
246744286,2537443015,6
246744286,2537443007,7
246744286,2537442987,8
246970008,2539269780,0
246970008,2539269879,1
246970008,2539269883,2
246970008,2539269788,3
246970008,2539269780,4
246970316,2539269347,0
246970316,2539269372,1
246970316,2539269373,2
246970316,2539269398,3
246970316,2539269407,4
246970316,2539269408,5
246970316,2539269353,6
246970316,2539269348,7
246970316,2539269347,8
246970627,2539271940,0
246970627,2539271941,1
246970627,2539271942,2
246970627,2539271943,3
246970627,2539271940,4
246971491,2539280293,0
246971491,2539280351,1
246971491,2539280357,2
246971491,2539280309,3
246971491,2539280293,4
247095078,2540323837,0
247095078,2540323839,1
247095078,2540323841,2
247095078,2540323843,3
247095078,2540323845,4
247095078,2540323847,5
247095078,2540323849,6
247095078,2540323852,7
247095078,2540323855,8
247095078,2540323858,9
247139231,2540779513,0
247139231,2540779549,1
247139231,2540779557,2
247139231,2540779564,3
247139231,2540779577,4
247139231,2540779528,5
247139231,2540779513,6
247140488,2540787977,0
247140488,2540787973,1
247140488,2540787976,2
247140488,2540787974,3
247140488,2540787975,4
247140488,2540787941,5
247141401,2540796554,0
247141401,2540796605,1
247141401,2540796628,2
247141401,2540796608,3
247141401,2540796554,4
247141717,2540795708,0
247141717,2540795734,1
247141717,2540795751,2
247141717,2540795739,3
247141717,2540795710,4
247141717,2540795708,5
247143256,2540815269,0
247143256,2540815274,1
247143256,2540815266,2
247143256,2540815295,3
247143256,2540815319,4
247143256,2540815290,5
247143256,2540815279,6
247143256,2540815276,7
247143256,2540815269,8
247143566,2540815949,0
247143566,2540815946,1
247143566,2540816014,2
247143566,2540816021,3
247143566,2540816018,4
247143566,2540815949,5
247206497,2541371573,0
247206497,2541371558,1
247206497,2541371550,2
247206497,2541371499,3
247206497,2541371501,4
247206497,2541371481,5
247206497,2541371515,6
247206497,2541371486,7
247206497,2541371525,8
247206497,2541371502,9
247206497,2541371580,10
247206497,2541371593,11
247206497,2541371597,12
247206497,2541371655,13
247206497,2541371649,14
247206497,2541371737,15
247206497,2541371664,16
247206497,2541371657,17
247206497,2541371573,18
247206852,2541369366,0
247206852,2541369414,1
247206852,2541369476,2
247206852,2541369433,3
247206852,2541369366,4
247208092,2541382911,0
247208092,2541382884,1
247208092,2541382877,2
247208092,2541382900,3
247208092,2541382911,4
247208450,2541380670,0
247208450,2541380713,1
247208450,2541380715,2
247208450,2541380673,3
247208450,2541380670,4
247209325,2541392687,0
247209325,2541392693,1
247209325,2541392690,2
247209325,2541392727,3
247209325,2541392731,4
247209325,2541392701,5
247209325,2541392687,6
247209674,2541389007,0
247209674,2541388964,1
247209674,2541388958,2
247209674,2541388993,3
247209674,2541388997,4
247209674,2541389006,5
247209674,2541389007,6
247210066,2541389956,0
247210066,2541390025,1
247210066,2541390038,2
247210066,2541389967,3
247210066,2541389956,4
247211385,2541396511,0
247211385,2541396371,1
247211385,2541396580,2
247211385,2541396474,3
247211385,2541396584,4
247211385,2541396777,5
247211385,2541396797,6
247211385,2541396879,7
247211385,2541396511,8
247211751,2541402266,0
247211751,2541402632,1
247211751,2541402760,2
247211751,2541402454,3
247211751,2541402266,4
247212167,2541394739,0
247212167,2541394895,1
247212167,2541395032,2
247212167,2541394871,3
247212167,2541394739,4
247212553,2541407715,0
247212553,2541408102,1
247212553,2541408090,2
247212553,2541408086,3
247212553,2541407715,4
247213564,2541413867,0
247213564,2541413836,1
247213564,2541413828,2
247213564,2541413860,3
247213564,2541413867,4
247214182,2541422735,0
247214182,2541422779,1
247214182,2541422794,2
247214182,2541422750,3
247214182,2541422737,4
247214182,2541422735,5
247214589,2541420344,0
247214589,2541420364,1
247214589,2541420253,2
247214589,2541420128,3
247214589,2541420189,4
247214589,2541420054,5
247214589,2541419942,6
247214589,2541419928,7
247214589,2541419818,8
247214589,2541419682,9
247214589,2541419763,10
247214589,2541418896,11
247214589,2541420144,12
247214589,2541420266,13
247214589,2541420182,14
247214589,2541420245,15
247214589,2541420318,16
247214589,2541420423,17
247214589,2541420344,18
247215008,2541422030,0
247215008,2541422038,1
247215008,2541422002,2
247215008,2541422007,3
247215008,2541418943,4
247215008,2541421858,5
247215008,2541422030,6
247215968,2541428891,0
247215968,2541428980,1
247215968,2541429009,2
247215968,2541428917,3
247215968,2541428891,4
247216305,2541428468,0
247216305,2541428476,1
247216305,2541428493,2
247216305,2541428494,3
247216305,2541428474,4
247216305,2541428468,5
247216654,2541430122,0
247216654,2541430346,1
247216654,2541430354,2
247216654,2541430142,3
247216654,2541430128,4
247216654,2541430122,5
247217020,2541432313,0
247217020,2541432424,1
247217020,2541432435,2
247217020,2541432322,3
247217020,2541432320,4
247217020,2541432313,5
247219521,2541461103,0
247219521,2541461122,1
247219521,2541461117,2
247219521,2541461100,3
247219521,2541461094,4
247219521,2541459313,5
247219521,2541461141,6
247219521,2541461109,7
247219521,2541461103,8
247219957,2541462578,0
247219957,2541462588,1
247219957,2541462648,2
247219957,2541462647,3
247219957,2541462687,4
247219957,2541462690,5
247219957,2541462783,6
247219957,2541462769,7
247219957,2541462670,8
247219957,2541462578,9
247220349,2541459047,0
247220349,2541459050,1
247220349,2541459041,2
247220349,2541459042,3
247220349,2541459026,4
247220349,2541459025,5
247220349,2541459016,6
247220349,2541459007,7
247220349,2541459014,8
247220349,2541459013,9
247220349,2541459017,10
247220349,2541459015,11
247220349,2541459045,12
247220349,2541459051,13
247220349,2541459047,14
247221004,2541469361,0
247221004,2541469395,1
247221004,2541469400,2
247221004,2541469367,3
247221004,2541469361,4
247222305,2541479419,0
247222305,2541479428,1
247222305,2541479429,2
247222305,2541479420,3
247222305,2541479419,4
247222924,2541484519,0
247222924,2541484454,1
247222924,2541484449,2
247222924,2541484517,3
247222924,2541484519,4
247224108,2541492685,0
247224108,2541492730,1
247224108,2541492739,2
247224108,2541492692,3
247224108,2541492685,4
247224505,2541492573,0
247224505,2541492600,1
247224505,2541492602,2
247224505,2541492578,3
247224505,2541492573,4
247225027,2541499070,0
247225027,2541499078,1
247225027,2541499151,2
247225027,2541499143,3
247225027,2541499070,4
247225432,2541497653,0
247225432,2541497728,1
247225432,2541497852,2
247225432,2541497746,3
247225432,2541497653,4
247226532,2541513563,0
247226532,2541513508,1
247226532,2541513479,2
247226532,2541513541,3
247226532,2541513563,4
247227007,2541513692,0
247227007,2541513700,1
247227007,2541513638,2
247227007,2541513631,3
247227007,2541513725,4
247227007,2541513734,5
247227007,2541513692,6
247229709,2541549700,0
247229709,2541549796,1
247229709,2541549922,2
247229709,2541549865,3
247229709,2541549799,4
247229709,2541549700,5
247230368,2541546514,0
247230368,2541546528,1
247230368,2541546573,2
247230368,2541546556,3
247230368,2541546541,4
247230368,2541546514,5
247232111,2541563329,0
247232111,2541563330,1
247232111,2541563325,2
247232111,2541563280,3
247232111,2541563293,4
247232111,2541563333,5
247232111,2541563329,6
247232712,2541564401,0
247232712,2541564369,1
247232712,2541564361,2
247232712,2541564397,3
247232712,2541564401,4
247238651,2541587338,0
247238651,2541587340,1
247238651,2541587305,2
247238651,2541587307,3
247238651,2541587495,4
247238651,2541587491,5
247238651,2541587338,6
247239027,2541588339,0
247239027,2541588340,1
247239027,2541588309,2
247239027,2541588311,3
247239027,2541588277,4
247239027,2541588279,5
247239027,2541588359,6
247239027,2541588358,7
247239027,2541588573,8
247239027,2541588571,9
247239027,2541588575,10
247239027,2541588572,11
247239027,2541588339,12
247242766,2541635186,0
247242766,2541635203,1
247242766,2541635251,2
247242766,2541635256,3
247242766,2541635309,4
247242766,2541635307,5
247242766,2541635337,6
247242766,2541635314,7
247242766,2541635186,8
247243235,2541633669,0
247243235,2541633695,1
247243235,2541633813,2
247243235,2541633792,3
247243235,2541633669,4
247245106,2541655068,0
247245106,2541655114,1
247245106,2541655247,2
247245106,2541655169,3
247245106,2541655068,4
247246884,2541693939,0
247246884,2541693933,1
247246884,2541693990,2
247246884,2541693989,3
247246884,2541694074,4
247246884,2541694096,5
247246884,2541693939,6
247247275,2541692730,0
247247275,2541692731,1
247247275,2541692439,2
247247275,2541692406,3
247247275,2541692804,4
247247275,2541692821,5
247247275,2541692730,6
247247608,2541686731,0
247247608,2541686535,1
247247608,2541686529,2
247247608,2541686719,3
247247608,2541686731,4
247249536,2541724361,0
247249536,2541724358,1
247249536,2541724384,2
247249536,2541724374,3
247249536,2541724581,4
247249536,2541724606,5
247249536,2541724395,6
247249536,2541724388,7
247249536,2541724361,8
247249978,2541722658,0
247249978,2541722720,1
247249978,2541722728,2
247249978,2541722659,3
247249978,2541722658,4
247254592,2541764553,0
247254592,2541764643,1
247254592,2541764654,2
247254592,2541764581,3
247254592,2541764553,4
247255133,2541763748,0
247255133,2541763702,1
247255133,2541763700,2
247255133,2541763707,3
247255133,2541763706,4
247255133,2541763738,5
247255133,2541763748,6
247256749,2541768307,0
247256749,2541768401,1
247256749,2541768412,2
247256749,2541768317,3
247256749,2541768307,4
247257310,2541771751,0
247257310,2541771755,1
247257310,2541771781,2
247257310,2541771779,3
247257310,2541771767,4
247257310,2541771751,5
247257902,2541775067,0
247257902,2541775087,1
247257902,2541775089,2
247257902,2541775071,3
247257902,2541775067,4
247259797,2541786969,0
247259797,2541786982,1
247259797,2541786963,2
247259797,2541786951,3
247259797,2541786927,4
247259797,2541786955,5
247259797,2541787027,6
247259797,2541786995,7
247259797,2541786969,8
247263471,2541799947,0
247263471,2541799955,1
247263471,2541799977,2
247263471,2541799966,3
247263471,2541799958,4
247263471,2541799947,5
247264399,2541804953,0
247264399,2541804978,1
247264399,2541805100,2
247264399,2541805094,3
247264399,2541804953,4
247265168,2541802816,0
247265168,2541802799,1
247265168,2541802761,2
247265168,2541802750,3
247265168,2541803096,4
247265168,2541803119,5
247265168,2541803075,6
247265168,2541803085,7
247265168,2541802816,8
247265842,2541810517,0
247265842,2541810520,1
247265842,2541810535,2
247265842,2541810534,3
247265842,2541810517,4
247266396,2541812901,0
247266396,2541812902,1
247266396,2541812887,2
247266396,2541812889,3
247266396,2541812903,4
247266396,2541812904,5
247266396,2541813074,6
247266396,2541813072,7
247266396,2541812901,8
247267279,2541819574,0
247267279,2541819576,1
247267279,2541819578,2
247267279,2541819580,3
247267279,2541819581,4
247267279,1937566832,5
247267279,2541819585,6
247267279,2541819587,7
247267279,2541819597,8
247267279,2541819599,9
247267279,2541819601,10
247267279,2541819603,11
247267279,2541819605,12
247267279,2541819608,13
247267279,2541819568,14
247269848,2541848614,0
247269848,2541848617,1
247269848,2541848828,2
247269848,2541848816,3
247269848,2541848614,4
247270184,2541848949,0
247270184,2541848952,1
247270184,2541848824,2
247270184,2541848819,3
247270184,2541848812,4
247270184,2541848805,5
247270184,2541849401,6
247270184,2541849402,7
247270184,2541849305,8
247270184,2541848949,9
247270714,2541852097,0
247270714,2541852069,1
247270714,2541852127,2
247270714,2541852169,3
247270714,2541852120,4
247270714,2541852097,5
247271413,2541861654,0
247271413,2541861670,1
247271413,2541861605,2
247271413,2541861591,3
247271413,2541861654,4
247271832,2541861634,0
247271832,2541861647,1
247271832,2541861687,2
247271832,2541861677,3
247271832,2541861634,4
247272375,2541858966,0
247272375,2541859025,1
247272375,2541859041,2
247272375,2541859051,3
247272375,2541859110,4
247272375,2541859021,5
247272375,2541858966,6
247274236,2541886176,0
247274236,2541886107,1
247274236,2541885803,2
247274236,2541885891,3
247274236,2541886176,4
247275755,2541912487,0
247275755,2541912508,1
247275755,2541912719,2
247275755,2541912697,3
247275755,2541912487,4
247276088,2541910278,0
247276088,2541910342,1
247276088,2541910843,2
247276088,2541910808,3
247276088,2541910278,4
247277414,2541923889,0
247277414,2541923900,1
247277414,2541923979,2
247277414,2541923965,3
247277414,2541923889,4
247277744,2541924138,0
247277744,2541924190,1
247277744,2541924276,2
247277744,2541924273,3
247277744,2541924331,4
247277744,2541924310,5
247277744,2541924138,6
247278934,2541936027,0
247278934,2541936143,1
247278934,2541936138,2
247278934,2541936009,3
247278934,2541936027,4
247279361,2541934608,0
247279361,2541934610,1
247279361,2541934667,2
247279361,2541934660,3
247279361,2541934629,4
247279361,2541934628,5
247279361,2541934608,6
247280161,2541942678,0
247280161,2541942835,1
247280161,2541942971,2
247280161,2541942825,3
247280161,2541942678,4
247280632,2541942600,0
247280632,2541942653,1
247280632,2541942724,2
247280632,2541942669,3
247280632,2541942600,4
247281311,2541953451,0
247281311,2541953453,1
247281311,2541953473,2
247281311,2541953468,3
247281311,2541953451,4
247283661,2541965611,0
247283661,2541965577,1
247283661,2541965568,2
247283661,2541965540,3
247283661,2541965592,4
247283661,2541965656,5
247283661,2541965668,6
247283661,2541965678,7
247283661,2541965619,8
247283661,2541965611,9
247284042,2541967970,0
247284042,2541967996,1
247284042,2541968028,2
247284042,2541968001,3
247284042,2541967970,4
247284617,2541974419,0
247284617,2541974420,1
247284617,2541974540,2
247284617,2541974539,3
247284617,2541974419,4
247285031,2541975496,0
247285031,2541975495,1
247285031,2541975524,2
247285031,2541975509,3
247285031,2541975711,4
247285031,2541975724,5
247285031,2541975562,6
247285031,2541975542,7
247285031,2541975496,8
247285383,2541977595,0
247285383,2541977594,1
247285383,2541977618,2
247285383,2541977616,3
247285383,2541977637,4
247285383,2541977639,5
247285383,2541977595,6
247287764,2541997919,0
247287764,2541997914,1
247287764,2541997901,2
247287764,2541997893,3
247287764,2541997908,4
247287764,2541997900,5
247287764,2541997939,6
247287764,2541997935,7
247287764,2541997993,8
247287764,2541998009,9
247287764,2541997965,10
247287764,2541997919,11
247288265,2541998934,0
247288265,2541998992,1
247288265,2541999010,2
247288265,2541998953,3
247288265,2541998934,4
247288590,2542001673,0
247288590,2542001677,1
247288590,2542001829,2
247288590,2542001825,3
247288590,2542001673,4
247292680,2542039858,0
247292680,2542039812,1
247292680,2542039806,2
247292680,2542039505,3
247292680,2542039523,4
247292680,2542039488,5
247292680,2542039616,6
247292680,2542039653,7
247292680,2542039659,8
247292680,2542039889,9
247292680,2542039881,10
247292680,2542039953,11
247292680,2542039934,12
247292680,2542039858,13
247293034,2542043203,0
247293034,2542043266,1
247293034,2542043275,2
247293034,2542043220,3
247293034,2542043212,4
247293034,2542043203,5
247295560,2542065795,0
247295560,2542065809,1
247295560,2542065811,2
247295560,2542065840,3
247295560,2542065830,4
247295560,2542065795,5
247301868,2542128062,0
247301868,2542128064,1
247301868,2542128165,2
247301868,2542128159,3
247301868,2542128062,4
247302250,2542127392,0
247302250,2542127395,1
247302250,2542127456,2
247302250,2542127453,3
247302250,2542127392,4
247305443,2542172892,0
247305443,2542173021,1
247305443,2542173023,2
247305443,2542172893,3
247305443,2542172892,4
247305894,2542172102,0
247305894,2542172100,1
247305894,2542172054,2
247305894,2542172056,3
247305894,2542172065,4
247305894,2542172066,5
247305894,2542172077,6
247305894,2542172080,7
247305894,2542172106,8
247305894,2542172104,9
247305894,2542172122,10
247305894,2542172120,11
247305894,2542172158,12
247305894,2542172153,13
247305894,2542172142,14
247305894,2542172135,15
247305894,2542172102,16
247309413,2542206710,0
247309413,2542206810,1
247309413,2542206944,2
247309413,2542206885,3
247309413,2542206710,4
247309850,2542205149,0
247309850,2542205174,1
247309850,2542205303,2
247309850,2542205281,3
247309850,2542205149,4
247316492,2542240983,0
247316492,2542240995,1
247316492,2542241005,2
247316492,2542240990,3
247316492,2542240983,4
247317091,2542239081,0
247317091,2542239083,1
247317091,2542239101,2
247317091,2542239098,3
247317091,2542239081,4
247321505,2542252869,0
247321505,2542252874,1
247321505,2542252851,2
247321505,2542252892,3
247321505,2542252990,4
247321505,2542252939,5
247321505,2542252933,6
247321505,2542252920,7
247321505,2542252913,8
247321505,2542252869,9
247321839,2542253518,0
247321839,2542253526,1
247321839,2542253549,2
247321839,2542253545,3
247321839,2542253518,4
247324436,2542271341,0
247324436,2542271348,1
247324436,2542271400,2
247324436,2542271394,3
247324436,2542271341,4
247328545,2542320193,0
247328545,2542320194,1
247328545,2542320195,2
247328545,2542320196,3
247328545,2542320217,4
247328545,2542320197,5
247328545,2542320198,6
247328545,2542320199,7
247328545,2542320200,8
247328545,2542320201,9
247328545,2542320202,10
247328545,2542320203,11
247328545,2542320204,12
247328545,2542320205,13
247328545,2542320206,14
247328545,2542320207,15
247328545,2542320208,16
247328545,2542320193,17
247343470,2542457868,0
247343470,2542457924,1
247343470,2542457946,2
247343470,2542457874,3
247343470,2542457868,4
247343844,2542459481,0
247343844,2542459466,1
247343844,2542459464,2
247343844,2542459458,3
247343844,2542459455,4
247343844,2542459478,5
247343844,2542459482,6
247343844,2542459481,7
247409117,2542992566,0
247409117,2542992626,1
247409117,2542992635,2
247409117,2542992598,3
247409117,2542992590,4
247409117,2542992569,5
247409117,2542992566,6
247409506,2542991460,0
247409506,2542991441,1
247409506,2542991440,2
247409506,2542991423,3
247409506,2542991419,4
247409506,2542991438,5
247409506,2542991435,6
247409506,2542991455,7
247409506,2542991460,8
247416517,2543046779,0
247416517,2543046851,1
247416517,2543046857,2
247416517,2543046791,3
247416517,2543046779,4
247417851,2543054862,0
247417851,2543054900,1
247417851,2543054901,2
247417851,2543054863,3
247417851,2543054862,4
247418428,2543063589,0
247418428,2543063592,1
247418428,2543063602,2
247418428,2543063634,3
247418428,2543063630,4
247418428,2543063589,5
247418804,2543066208,0
247418804,2543066276,1
247418804,2543066297,2
247418804,2543066251,3
247418804,2543066242,4
247418804,2543066223,5
247418804,2543066208,6
247419109,2543065752,0
247419109,2543065703,1
247419109,2543065693,2
247419109,2543065738,3
247419109,2543065739,4
247419109,2543065752,5
247419533,2543065163,0
247419533,2543065160,1
247419533,2543065197,2
247419533,2543065199,3
247419533,2543065187,4
247419533,2543065163,5
247420828,2543079377,0
247420828,2543079380,1
247420828,2543079383,2
247420828,2543079483,3
247420828,2543079466,4
247420828,2543079378,5
247420828,2543079377,6
247421309,2543086120,0
247421309,2543086080,1
247421309,2543086084,2
247421309,2543085962,3
247421309,2543085954,4
247421309,2543086077,5
247421309,2543086158,6
247421309,2543086161,7
247421309,2543086121,8
247421309,2543086120,9
247421693,2543083306,0
247421693,2543083218,1
247421693,2543083211,2
247421693,2543083304,3
247421693,2543083306,4
247422704,2543095146,0
247422704,2543095294,1
247422704,2543095296,2
247422704,2543095150,3
247422704,2543095146,4
247423039,2543093524,0
247423039,2543093526,1
247423039,2543093467,2
247423039,2543093459,3
247423039,2543093524,4
247423623,2543099322,0
247423623,2543099354,1
247423623,2543099359,2
247423623,2543099327,3
247423623,2543099322,4
247425098,2543110519,0
247425098,2543110525,1
247425098,2543110566,2
247425098,2543110556,3
247425098,2543110519,4
247425425,2543111656,0
247425425,2543111670,1
247425425,2543111690,2
247425425,2543111675,3
247425425,2543111656,4
247425747,2543112613,0
247425747,2543112619,1
247425747,2543112595,2
247425747,2543112587,3
247425747,2543112597,4
247425747,2543112602,5
247425747,2543112606,6
247425747,2543112613,7
247426260,2543114953,0
247426260,2543114975,1
247426260,2543114993,2
247426260,2543114957,3
247426260,2543114953,4
247426693,2543118235,0
247426693,2543118246,1
247426693,2543118264,2
247426693,2543118261,3
247426693,2543118235,4
247427085,2543120153,0
247427085,2543120193,1
247427085,2543120210,2
247427085,2543120167,3
247427085,2543120153,4
247428347,2543130952,0
247428347,2543130987,1
247428347,2543131026,2
247428347,2543130992,3
247428347,2543130952,4
247428662,2543130607,0
247428662,2543130625,1
247428662,2543130672,2
247428662,2543130656,3
247428662,2543130636,4
247428662,2543130607,5
247428968,2543134614,0
247428968,2543134570,1
247428968,2543134456,2
247428968,2543134564,3
247428968,2543134706,4
247428968,2543134676,5
247428968,2543134755,6
247428968,2543134687,7
247428968,2543134614,8
247429342,2543135886,0
247429342,2543135915,1
247429342,2543135940,2
247429342,2543135914,3
247429342,2543135886,4
247431023,2543147890,0
247431023,2543147876,1
247431023,2543147859,2
247431023,2543147881,3
247431023,2543147890,4
247434201,2543169479,0
247434201,2543169485,1
247434201,2543169487,2
247434201,2543169496,3
247434201,2543169474,4
247434201,2543169472,5
247434201,2543169504,6
247434201,2543169512,7
247434201,2543169499,8
247434201,2543169479,9
247434529,2543166071,0
247434529,2543166175,1
247434529,2543166180,2
247434529,2543166078,3
247434529,2543166071,4
247437681,2543189429,0
247437681,2543189413,1
247437681,2543189411,2
247437681,2543189385,3
247437681,2543189399,4
247437681,2543189447,5
247437681,2543189432,6
247437681,2543189464,7
247437681,2543189438,8
247437681,2543189429,9
247438355,2543188219,0
247438355,2543188220,1
247438355,2543188202,2
247438355,2543188211,3
247438355,2543188223,4
247438355,2543188224,5
247438355,2543188251,6
247438355,2543188249,7
247438355,2543188219,8
247440221,2543198330,0
247440221,2543198364,1
247440221,2543198418,2
247440221,2543198403,3
247440221,2543198330,4
247442408,2543221292,0
247442408,2543221341,1
247442408,2543221349,2
247442408,2543221296,3
247442408,2543221292,4
247442859,2543220711,0
247442859,2543220766,1
247442859,2543220768,2
247442859,2543220715,3
247442859,2543220713,4
247442859,2543220711,5
247444130,2543236305,0
247444130,2543236314,1
247444130,2543236328,2
247444130,2543236318,3
247444130,2543236305,4
247445977,2543253661,0
247445977,2543253799,1
247445977,2543253836,2
247445977,2543253709,3
247445977,2543253661,4
247448638,2543271713,0
247448638,2543271771,1
247448638,2543271665,2
247448638,2543271639,3
247448638,2543271713,4
247449059,2543269159,0
247449059,2543269209,1
247449059,2543269206,2
247449059,2543269156,3
247449059,2543269159,4
247449444,2543275351,0
247449444,2543275378,1
247449444,2543275494,2
247449444,2543275525,3
247449444,2543275505,4
247449444,2543275481,5
247449444,2543275476,6
247449444,2543275351,7
247451402,2543296900,0
247451402,2543296924,1
247451402,2543296956,2
247451402,2543296934,3
247451402,2543296900,4
247453335,2543337373,0
247453335,2543337448,1
247453335,2543337485,2
247453335,2543337428,3
247453335,2543337373,4
247453678,2543336754,0
247453678,2543336797,1
247453678,2543336779,2
247453678,2543336729,3
247453678,2543336754,4
247456443,2543365881,0
247456443,2543365926,1
247456443,2543365955,2
247456443,2543365921,3
247456443,2543365916,4
247456443,2543365881,5
247458378,2543386768,0
247458378,2543386812,1
247458378,2543386940,2
247458378,2543386868,3
247458378,2543386768,4
247458821,2543388058,0
247458821,2543388068,1
247458821,2543388061,2
247458821,2543388081,3
247458821,2543388179,4
247458821,2543388185,5
247458821,2543388161,6
247458821,2543388144,7
247458821,2543388058,8
247459230,2543388444,0
247459230,2543388467,1
247459230,2543388413,2
247459230,2543388401,3
247459230,2543388405,4
247459230,2543388398,5
247459230,2543388443,6
247459230,2543388444,7
247461101,2543430100,0
247461101,2543430157,1
247461101,2543430177,2
247461101,2543430122,3
247461101,2543430100,4
247461619,2543436569,0
247461619,2543436571,1
247461619,2543436566,2
247461619,2543436559,3
247461619,2543436561,4
247461619,2543436562,5
247461619,2543436567,6
247461619,2543436564,7
247461619,2543436572,8
247461619,2543436574,9
247461619,2543436576,10
247461619,2543436577,11
247461619,2543436569,12
247462163,2543442249,0
247462163,2543442293,1
247462163,2543442295,2
247462163,2543442255,3
247462163,2543442249,4
247463245,2543457911,0
247463245,2543457916,1
247463245,2543458003,2
247463245,2543458015,3
247463245,2543457919,4
247463245,2543457911,5
247463856,2543459253,0
247463856,2543459269,1
247463856,2543459224,2
247463856,2543459292,3
247463856,2543459347,4
247463856,2543459305,5
247463856,2543459253,6
247464184,2543456347,0
247464184,2543456375,1
247464184,2543456380,2
247464184,2543456395,3
247464184,2543456401,4
247464184,2543456460,5
247464184,2543456412,6
247464184,2543456347,7
247464622,2543464722,0
247464622,2543464714,1
247464622,2543464673,2
247464622,2543464719,3
247464622,2543464722,4
247464947,2543469882,0
247464947,2543470035,1
247464947,2543470053,2
247464947,2543469895,3
247464947,2543469882,4
247465894,2543491909,0
247465894,2543491914,1
247465894,2543491956,2
247465894,2543491846,3
247465894,2543491718,4
247465894,2543491879,5
247465894,2543491909,6
247466244,2543491766,0
247466244,2543491840,1
247466244,2543491985,2
247466244,2543491935,3
247466244,2543491766,4
247466713,2543491941,0
