id,node_id,position
10183854,3633196563,5
10183854,3633196562,6
10183854,83920875,7
10183854,83918150,8
10186233,83982185,0
10186233,84063942,1
11562311,103093664,0
11562311,103093666,1
11562311,528514521,2
11562311,103093667,3
11562311,103093668,4
11562311,103093670,5
11562311,103093672,6
11562311,4722668574,7
11562311,4722668570,8
11562311,103093674,9
11562311,103093676,10
11562311,103093677,11
11562311,103093678,12
11562311,103093679,13
11562311,103093680,14
11563499,103106869,0
11563499,103106871,1
11564411,103115276,0
11564411,103115278,1
11564411,103115280,2
11564411,103115282,3
11564411,103115283,4
11564411,103115284,5
11564411,103105188,6
11564411,103115285,7
11564411,103115286,8
11564411,103115287,9
11564411,103115289,10
11564411,103115292,11
11564411,103115293,12
11564411,103115295,13
11564411,103115297,14
11564411,103115299,15
11564411,103115301,16
11564411,103115303,17
11564411,103115305,18
11564411,103115307,19
11564411,103115309,20
11564411,103115311,21
11564411,103115313,22
11564411,103115315,23
11564411,103115317,24
11564411,103115319,25
11564411,103115321,26
11564411,103115323,27
11564411,103115325,28
11564411,103115327,29
11564411,103115329,30
11564411,103115331,31
11564411,103115332,32
11564411,103115333,33
11564411,103115334,34
11564411,103115336,35
11564411,103115338,36
11564411,103115339,37
11565260,103121563,0
11565260,103121567,1
11565260,103121569,2
11565260,103121571,3
11565260,103121573,4
11565260,103121575,5
11565260,103121577,6
11565260,103121579,7
11565260,103121581,8
11565260,103121583,9
11565260,103121584,10
11565260,103121585,11
11565260,103121586,12
11565260,103121587,13
11565260,103121589,14
11565260,103121591,15
11565260,103121593,16
11565260,103121595,17
11565260,103121597,18
11565260,103121598,19
11565260,103121599,20
11566124,103130370,0
11566124,103130375,1
11566856,103135390,0
11566856,103135354,1
11567620,103141745,0
11567620,103141747,1
11567620,103141749,2
11567620,103141751,3
11567620,103141754,4
11567620,103141756,5
11567620,103141758,6
11567620,103141760,7
11567620,103141763,8
11567620,4630256333,9
11567620,103141765,10
11567620,4630256332,11
11567620,103141766,12
11567620,103141767,13
11567620,103141768,14
11567620,103141770,15
11567620,103141772,16
11567620,103141775,17
11567620,103141778,18
11567620,103141781,19
11567620,103141785,20
11567620,103141787,21
11567620,103141791,22
11567620,103141794,23
11567620,103141795,24
11567620,103100720,25
11567620,2823748165,26
11567620,103141800,27
11567620,2823748166,28
11567620,103141803,29
11567620,103141808,30
11567620,298037455,31
11567620,103141818,32
11567620,103141820,33
11567620,103141822,34
11567620,298275153,35
11567620,103141824,36
11567620,103141825,37
11567620,103141828,38
11567620,103141831,39
11567620,103141834,40
11567620,103141837,41
11567620,103141843,42
11567620,103141846,43
11567620,103141848,44
11567620,103141850,45
11567620,103141857,46
11567620,103141860,47
11567620,103141862,48
11567620,103141864,49
11567620,103141871,50
11567620,103141872,51
11567620,103141876,52
11567620,103141878,53
11567620,583043411,54
11567620,103141881,55
11567620,103141882,56
11567620,103141883,57
11567620,4728539479,58
11567620,103141887,59
11567620,103141889,60
11567620,103141892,61
11567620,4728509287,62
11567620,103141184,63
11567620,4728512949,64
11567620,4728500045,65
11567620,583051494,66
11567620,583051498,67
11567620,103141894,68
11567620,583051919,69
11567620,4728500041,70
11567620,103141897,71
11567620,103141899,72
11567620,103141902,73
11567620,103141904,74
11567620,103141906,75
11567620,103141908,76
11567620,103141911,77
11567620,583053156,78
11567620,103141914,79
11567620,103141919,80
11567620,103141923,81
11567620,103141925,82
11567620,103141928,83
11567620,103141929,84
11567620,103141931,85
11567620,103141933,86
11567620,103141934,87
11567620,103141936,88
11567620,103141937,89
11567620,103141938,90
11567620,3596270641,91
11567620,103141939,92
11567620,103141942,93
11567620,103141943,94
11567620,103141945,95
11567620,103141947,96
11567620,103141949,97
11567620,4728563310,98
11567620,103141952,99
11567620,103141955,100
11567620,103141957,101
11567620,103141960,102
11567620,103141962,103
11567620,103141964,104
11567620,103141967,105
11567620,103141969,106
11567620,103141970,107
11567620,103141972,108
11567620,103141973,109
11567620,103141974,110
11567620,440230633,111
11568238,103148714,0
11568238,103148717,1
11568238,103148719,2
11568238,103137319,3
11568238,103148720,4
11568238,103148722,5
11568238,103148723,6
11568238,103148724,7
11568238,103148725,8
11568976,440215608,0
11568976,103154428,1
11568976,103154429,2
11568976,103154430,3
11568976,103154431,4
11568976,103109122,5
11568976,103154432,6
11568976,103154435,7
11568976,103154437,8
11568976,103154438,9
11568976,103154439,10
11568976,103154440,11
11568976,103154442,12
11568976,103154444,13
11568976,103154446,14
11568976,103154448,15
11568976,103154450,16
11568976,103154452,17
11568976,103154454,18
11568976,103154456,19
11568976,103154458,20
11568976,103154460,21
11568976,103154462,22
11568976,103154464,23
11568976,103154466,24
11568976,103154468,25
11568976,103154470,26
11568976,103154472,27
11568976,103154474,28
11568976,103154476,29
11568976,103154479,30
11568976,103154481,31
11568976,103154483,32
11568976,103154485,33
11568976,103154487,34
11568976,103154489,35
11568976,103154490,36
11568976,103154491,37
11568976,103154493,38
11568976,103154495,39
11568976,103154497,40
11568976,103154500,41
11568976,103154502,42
11568976,103154504,43
11568976,103154506,44
11568976,103154508,45
11568976,103154510,46
11568976,103154512,47
11568976,103154514,48
11568976,103154516,49
11568976,103154518,50
11568976,103154520,51
11568976,103154521,52
11568976,103154522,53
11568976,103154523,54
11568976,103154524,55
11568976,103154525,56
11568976,103154526,57
11569626,103159040,0
11569626,103159041,1
11569626,103159042,2
11569626,103126692,3
11569626,103159043,4
11570264,103165573,0
11570264,103165577,1
11570264,103165578,2
11570264,103165582,3
11570264,103165584,4
11570264,103165586,5
11570264,103165588,6
11570264,103165590,7
11570264,103165593,8
11570264,103165595,9
11570264,103165598,10
11570264,103165601,11
11570264,103165602,12
11570264,103165604,13
11570264,103165606,14
11570264,103165607,15
11570264,103165608,16
11570264,103165611,17
11570264,103165613,18
11570264,103165615,19
11570264,103165618,20
11570264,103165620,21
11570264,103165621,22
11570264,103165623,23
11570264,103165625,24
11570264,103165626,25
11570264,103165628,26
11570264,103165631,27
11570264,103165633,28
11570264,103165635,29
11570264,103165638,30
11570264,103165639,31
11570264,103165641,32
11570264,103165642,33
11570264,103165570,34
11571048,103172489,0
11571048,103172492,1
11571048,103172493,2
11571048,103172494,3
11571048,103172495,4
11571048,103172497,5
11571048,103172499,6
11571048,103172501,7
11571048,103172503,8
11571048,103172505,9
11571048,103172507,10
11571048,103172509,11
11571048,103172511,12
11571048,103172513,13
11571048,103172515,14
11571048,103170769,15
11571048,103172517,16
11571048,103172519,17
11571048,103172521,18
11571048,103172523,19
11571048,103172525,20
11571048,103172526,21
11571048,103172527,22
11571048,103172528,23
11571048,103172529,24
11571048,103172530,25
11571048,103172531,26
11571048,103172532,27
11571048,103172534,28
11571048,103172536,29
11571048,103172538,30
11571048,103172539,31
11571708,103177116,0
11571708,103177118,1
11571708,103177120,2
11571708,103177122,3
11571708,103177124,4
11571708,103177125,5
11571708,103177126,6
11571708,103177127,7
11571708,103177129,8
11571708,103177131,9
11571708,103177133,10
11571708,103177135,11
11572451,103182647,0
11572451,103182650,1
11572451,103182652,2
11572451,103182654,3
11573291,103189415,0
11573291,103189416,1
11573291,103189418,2
11573291,103189420,3
11573291,103189421,4
11573291,103189422,5
11573291,103189424,6
11573291,103139689,7
11573982,103194908,0
11573982,103194910,1
11573982,103194912,2
11574679,103199452,0
11574679,103199453,1
11575384,541373502,0
11575384,103204865,1
11575384,541354549,2
11575384,3164341580,3
11575384,103184365,4
11575384,103204867,5
11576074,103209723,0
11576074,103120921,1
11576074,103209725,2
11576074,103120946,3
11576074,103209727,4
11576765,103214587,0
11576765,103214588,1
11576765,103214589,2
11576765,103214590,3
11576765,103214592,4
11577553,103219044,0
11577553,103219045,1
11577553,4669741483,2
11577553,4669741484,3
11577553,103219046,4
11577553,103219049,5
11577553,103219052,6
11577553,103219054,7
11577553,103219055,8
11577553,103219056,9
11577553,103219057,10
11577553,103219059,11
11577553,103219060,12
11577553,103219061,13
11577553,103219062,14
11577553,103219063,15
11577553,103219064,16
11577553,103219066,17
11577553,103219068,18
11577553,103219070,19
11577553,103219076,20
11577553,103219077,21
11577553,4669692961,22
11578306,103131754,0
11578306,579954049,1
11578306,103224522,2
11578306,103224527,3
11578306,103186385,4
11578306,103174207,5
11578306,103187160,6
11578306,103224529,7
11578306,103224531,8
11578306,103224533,9
11578306,103224535,10
11578306,103224537,11
11578306,103224539,12
11578306,103224541,13
11578306,103224543,14
11578306,103224545,15
11578306,103224547,16
11578306,103224549,17
11578306,103213970,18
11578969,103229169,0
11578969,103229171,1
11578969,103229173,2
11578969,103229175,3
11578969,103229177,4
11578969,103229179,5
11579665,103129251,0
11579665,103129205,1
11580266,103138590,0
11580266,103161397,1
11580709,103171332,0
11580709,103227696,1
11580709,103241060,2
11580709,103139075,3
11580709,103158637,4
11581214,103167679,0
11581214,103245554,1
11581214,103245556,2
11581214,103245558,3
11581214,103245560,4
11581214,103245563,5
11581214,103191218,6
11581214,103245564,7
11581214,103245566,8
11581214,103245567,9
11581214,103245569,10
11581214,103245570,11
11581214,103245571,12
11581214,103245573,13
11581869,103154765,0
11581869,103192968,1
11581869,103184575,2
11582533,103239368,0
11582533,103257136,1
11582533,567186972,2
11582533,103137723,3
11582533,103257138,4
11582533,103257140,5
11582533,103257142,6
11582533,103257144,7
11582533,103127827,8
11582533,103257148,9
11583133,103259438,0
11583133,103186363,1
11583704,440214263,0
11583704,103120986,1
11583704,103246006,2
11583704,103267059,3
11584252,103170541,0
11584252,103271106,1
11584252,103271108,2
11584252,103271109,3
11584252,103271110,4
11584252,103271112,5
11584252,103271114,6
11584252,103271115,7
11584252,103271116,8
11584252,103271118,9
11584252,103271120,10
11584252,103271121,11
11584252,103271122,12
11584845,103129283,0
11584845,103275240,1
11584845,103196135,2
11584845,103153897,3
11584845,103136007,4
11584845,103260504,5
11585508,4906998920,0
11585508,4906999039,1
11585508,103280152,2
11585508,103209616,3
11585508,103233486,4
11585508,103280154,5
11585508,103280156,6
11585508,103280158,7
11585508,103280160,8
11585508,4906999043,9
11585508,4906999041,10
11585508,4906998919,11
11585903,103144061,0
11585903,103285605,1
11585903,103285607,2
11585903,103270388,3
11586288,103290253,0
11586288,440215420,1
11586288,103290258,2
11586674,103230131,0
11586674,103293962,1
11586674,103293963,2
11586674,103293964,3
11587096,103297997,0
11587096,103298000,1
11587096,103291379,2
11587556,103276467,0
11587556,103218774,1
11587556,103176773,2
11587556,103302429,3
11587556,103302515,4
11587967,103132887,0
11587967,103244210,1
11587967,103289840,2
11588390,103144935,0
11588390,103277360,1
11588771,103316770,0
11588771,103225278,1
11589152,103197301,0
11589152,103320193,1
11589152,103320194,2
11589152,103320196,3
11589152,103320197,4
11613954,103655075,0
11613954,103655077,1
11615233,103671885,0
11615233,103671887,1
11616231,103683257,0
11616231,103683258,1
11616748,103691214,0
11616748,103691216,1
11617225,103696752,0
11617225,103696753,1
11617225,103696754,2
11617225,103696755,3
11617225,103696756,4
11617225,103696757,5
11617225,103696758,6
11617225,103696759,7
11617225,103696762,8
11617225,103696764,9
11617225,103696765,10
11617225,103695335,11
11617662,103702747,0
11617662,103702748,1
11617662,103702750,2
11617662,103702752,3
11617662,103702754,4
11617662,103702756,5
11617662,103702757,6
11617662,103702758,7
11617662,103702760,8
11617662,103702762,9
11617662,103702764,10
11617662,103702766,11
11617662,103702768,12
11617662,103702770,13
11617662,103702772,14
11617662,103702774,15
11617662,103702776,16
11618145,103708628,0
11618145,103708630,1
11618145,103708632,2
11618145,103708634,3
11618145,103708636,4
11618145,103708637,5
11618145,103708638,6
11618562,440270531,0
11618562,103714722,1
11618562,103714724,2
11618562,103714727,3
11618562,103706035,4
11618986,103719502,0
11618986,103652592,1
11619450,103728044,0
11619450,103682997,1
11619450,103729535,2
11619923,103716832,0
11619923,4217584692,1
11619923,103734795,2
11619923,103734797,3
11620397,103740104,0
11620397,103740106,1
11620397,103740107,2
11620397,103740109,3
11620397,103740110,4
11620397,103740112,5
11620397,588441787,6
11620833,103746215,0
11620833,103746223,1
11620833,103746218,2
11621251,103711171,0
11621251,103751331,1
11621251,103672561,2
11621717,103705496,0
11621717,103755963,1
11621717,103755964,2
11621717,103755965,3
11621717,3141278133,4
11621717,103679529,5
11621717,3141278168,6
11621717,3141278139,7
11621717,103736633,8
11622168,103698223,0
11622168,103687377,1
11622168,103662465,2
11622168,103685811,3
11622586,103674446,0
11622586,103765378,1
11622586,103765380,2
11622586,103765382,3
11622586,103765384,4
11622586,103699609,5
11622586,103682910,6
11623025,103730036,0
11623025,103769509,1
11623025,103769511,2
11623025,103769512,3
11623025,103769513,4
11623025,103769514,5
11623482,103661816,0
11623482,103773646,1
11623482,103773647,2
11623482,103773649,3
11623482,103773651,4
11623482,103736698,5
11623990,103741805,0
11623990,103779492,1
11623990,103779496,2
11623990,103779497,3
11623990,103779499,4
11623990,103779502,5
11623990,103779504,6
11623990,103779505,7
11623990,103779506,8
11623990,2845972716,9
11623990,103722734,10
11624560,103770032,0
11624560,3803520287,1
11625003,103771116,0
11625003,103789243,1
11630426,103861179,0
11630426,103861181,1
11631039,103865885,0
11631039,103865889,1
11631039,103865891,2
11631039,103865893,3
11631039,747626968,4
11631039,103863667,5
11631588,103867455,0
11631588,4772781963,1
11631588,4772781962,2
11631588,103864717,3
11632330,103876298,0
11632330,103876303,1
11632330,2041294223,2
11632330,2041294236,3
11632330,2041294255,4
11632330,2041294264,5
11632330,2041294267,6
11632330,2041294272,7
11633009,103880399,0
11633009,103873627,1
11633009,103880400,2
11633009,103864751,3
11633009,103880403,4
11633009,103880404,5
11633009,103872778,6
11633009,103880406,7
11633009,103868600,8
11633529,103864746,0
11633529,103883292,1
11634141,103882093,0
11634141,103864161,1
11634141,103874059,2
11634141,103883164,3
11634141,103866010,4
11634141,103855375,5
11649320,104146582,0
11649320,2892487707,1
11649320,2892487710,2
11649320,2892487709,3
11649320,2892487708,4
11649320,2892487711,5
11649320,104146584,6
11649320,2892487712,7
11649320,104146586,8
11649320,104146588,9
11649320,104146590,10
11649320,104146592,11
11649320,104281809,12
11650631,104167098,0
11650631,104167100,1
11651926,104187628,0
11651926,104187630,1
11651926,104187632,2
11651926,104187634,3
11651926,104187636,4
11651926,104187640,5
11651926,104187642,6
11651926,104187644,7
11653819,104210646,0
11653819,104210648,1
11653819,104163212,2
11653819,104147897,3
11655366,104230102,0
11655366,104230104,1
11655366,104230106,2
11655366,104230108,3
11655366,104230110,4
11655366,104230112,5
11655366,104230114,6
11655366,104230116,7
11655366,104230118,8
11655366,104230119,9
11655366,104230121,10
11655366,104230123,11
11655366,104230125,12
11655366,104230127,13
11655366,104230130,14
11655366,104230132,15
11655366,104230102,16
11656090,3149926498,0
11656090,104237767,1
11656090,104237769,2
11656090,104237771,3
11656090,104237773,4
11656090,104237775,5
11656090,104237777,6
11656647,104243274,0
11656647,104243276,1
11657508,104240182,0
11657508,104251556,1
11657508,104251558,2
11658146,104147628,0
11658146,4390095858,1
11658146,4390095828,2
11658146,4390095837,3
11658146,4390095832,4
11658146,104235136,5
11658146,104257480,6
11658709,104263366,0
11658709,104263368,1
11658709,104263370,2
11658709,104263372,3
11658709,104263374,4
11658709,104263376,5
11658709,104263379,6
11658709,104263381,7
11658709,104263383,8
11658709,104263385,9
11658709,104263387,10
11658709,104263389,11
11658709,104263391,12
11658709,104263393,13
11658709,104263396,14
11658709,104263398,15
11658709,104263400,16
11658709,104263402,17
11658709,104263405,18
11658709,104263407,19
11658709,104263409,20
11658709,104263410,21
11658709,104263413,22
11658709,104263415,23
11658709,104263417,24
11658709,104263419,25
11658709,104263421,26
11658709,104263424,27
11659286,104256212,0
11659286,104268980,1
11659894,104259883,0
11659894,104274688,1
11660483,104256527,0
11660483,104279995,1
11660483,104279997,2
11660483,104279999,3
11660483,104280001,4
11661149,104285638,0
11661149,104285641,1
11661149,104285645,2
11661149,104285646,3
11661149,104285649,4
11661149,104285651,5
11661149,104285653,6
11661149,104285655,7
11661149,104285658,8
11661149,104285660,9
11661149,104285662,10
11661149,104285664,11
11661149,104285665,12
11661149,104285668,13
11661149,104285670,14
11661149,104285672,15
11661149,255334358,16
11661832,4618909567,0
11661832,4618909566,1
11661832,4618909565,2
11661832,4618909563,3
11662564,104283466,0
11662564,104283437,1
11663270,104305245,0
11663270,104305247,1
11663270,104305249,2
11663270,104305255,3
11663270,104305265,4
11663270,104305274,5
11663270,104305281,6
11663270,104305285,7
11663270,104305287,8
11663270,104305288,9
11663270,104305291,10
11664005,104310950,0
11664005,104280760,1
11664005,104288843,2
11664005,104310953,3
11664675,104316300,0
11664675,104316302,1
11665344,305544488,0
11665344,104322136,1
11665344,104322139,2
11665344,104322141,3
11665344,104322144,4
11665344,104235250,5
11665344,104322146,6
11665344,104313977,7
11665344,104322150,8
11665344,4694435063,9
11665344,104322152,10
11665344,104274699,11
11665344,104269591,12
11665344,104322155,13
11665344,104252050,14
11665344,104306605,15
11665344,104322159,16
11665344,104322162,17
11665344,3170794872,18
11665344,104322165,19
11665344,3170794877,20
11665344,104322167,21
11665344,104322170,22
11665344,3170794889,23
11665344,104322174,24
11665344,1913583215,25
11665344,1913583225,26
11665344,1913583222,27
11665344,1913583204,28
11665344,3170794896,29
11665344,1913583228,30
11665344,1913583208,31
11665988,104328132,0
11665988,104328133,1
11665988,104328136,2
11665988,104328138,3
11665988,104328140,4
11665988,104328142,5
11665988,104328145,6
11665988,104328147,7
11665988,104328149,8
11666688,104317424,0
11666688,104334863,1
11666688,104334865,2
11666688,104334867,3
11666688,104334869,4
11666688,104334872,5
11667670,104346384,0
11667670,104346386,1
11667670,104346389,2
11667670,104346391,3
11667670,104346392,4
11667670,104346395,5
11667670,104346400,6
11667670,104346401,7
11667670,104346403,8
11667670,104346404,9
11668419,104276869,0
11668419,104352137,1
11668419,104352141,2
11668419,104352143,3
11668419,104352146,4
11668419,104352149,5
11668419,104352152,6
11668419,104352156,7
11668419,104352158,8
11668419,104352160,9
11668419,104352163,10
11668419,104352166,11
11668419,104352169,12
11668419,104352171,13
11668419,104276871,14
11669385,104252721,0
11669385,440180288,1
11669385,2143238739,2
11669385,2143238741,3
11669385,2143238738,4
11669385,2143238742,5
11669385,2143238744,6
11669385,2143238743,7
11669385,3062451909,8
11669385,2143238740,9
11670242,104367377,0
11670242,104367381,1
11670242,2270430128,2
11670242,2270430125,3
11671034,104373595,0
11671034,104373598,1
11671034,104373605,2
11671034,104373609,3
11671034,104373615,4
11671034,104373620,5
11671034,104373625,6
11671034,104330726,7
11671034,104373627,8
11671034,104373633,9
11671034,104320883,10
11671034,104373638,11
11671034,3125112798,12
11671034,104305977,13
11671034,104373676,14
11671983,104381428,0
11671983,104381430,1
11671983,104381432,2
11671983,104381434,3
11671983,104381437,4
11671983,104381440,5
11671983,104381441,6
11671983,104381445,7
11671983,104381448,8
11671983,104381449,9
11671983,104381454,10
11671983,104381456,11
11671983,104381458,12
11671983,104381460,13
11671983,104381463,14
11671983,104381465,15
11671983,104381470,16
11672642,440162515,0
11672642,4695721289,1
11672642,104386031,2
11672642,4695721338,3
11672642,104386033,4
11672642,104386035,5
11672642,4695721291,6
11672642,104386040,7
11672642,104386042,8
11672642,4695721329,9
11672642,104386044,10
11672642,4695721293,11
11672642,104386047,12
11672642,104386051,13
11672642,4695721327,14
11672642,104386054,15
11672642,4695721296,16
11672642,104386057,17
11672642,104386060,18
11672642,4695721321,19
11672642,4695721302,20
11672642,104386064,21
11672642,4695721318,22
11672642,4695721305,23
11672642,104386067,24
11672642,4695721316,25
11672642,104386069,26
11672642,104386072,27
11672642,4695721311,28
11672642,104386074,29
11672642,104346825,30
11673333,104257438,0
11673333,104391503,1
11673333,104391506,2
11673333,104391508,3
11673333,104391512,4
11673333,104391514,5
11673333,104391516,6
11673333,104391518,7
11673333,104391521,8
11673333,104391524,9
11673333,104391526,10
11673333,104391529,11
11673333,104391532,12
11673333,104391534,13
11673333,104391537,14
11673333,104391539,15
11673333,104391543,16
11673333,104391545,17
11673333,104391547,18
11673333,104391549,19
11673333,104391552,20
11673333,104391553,21
11673333,104391556,22
11673333,104391558,23
11673333,104285066,24
11673995,2740345824,0
11673995,2740345844,1
11673995,2740345874,2
11673995,2740345869,3
11673995,2740345851,4
11673995,2740345879,5
11673995,2740345855,6
11673995,2740345860,7
11673995,2740345865,8
